index,id,type,name_en,name_zh,mana,max_uses,price,spawn_level,spawn_probability,related_projectiles,custom_xml_file,never_unlimited,custom_uses_logic,description_en,description_zh,action_summary,action_body_lines
255,RANDOM_EXPLOSION,ACTION_TYPE_MODIFIER,Chaos magic,混沌魔法,120,30,240,"3,5,6","0.3,0.6,1",,,,,Makes a projectile launch a random spell (out of a limited selection) when it hits something,令投射物在击中物体时发出随机法术（选择有限）,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 40 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/random_explosion.xml,data/entities/particles/tinyspark_purple_bright.xml,""",3
256,NECROMANCY,ACTION_TYPE_MODIFIER,Necromancy,死灵之术,20,50,80,"2,3,4,5","0.4,0.6,0.6,0.3",,,,,Makes corpses of creatures killed by a projectile rise to your aid,复活被投射物杀死的生物尸体，让它们为你所用,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 10 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_necromancy.xml,""",3
257,LIGHT,ACTION_TYPE_MODIFIER,Light,光,1,,20,"0,1,2,3,4","1,0.8,0.6,0.4,0.2",,,,,Makes a projectile illuminate its surroundings,令投射物可照亮周围,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/light.xml,""",2
258,EXPLOSION,ACTION_TYPE_STATIC_PROJECTILE,Explosion,爆炸,80,30,160,"0,2,4,5","0.5,1,1,0.7",data/entities/projectiles/deck/explosion.xml,data/entities/misc/custom_cards/explosion.xml,,,A powerful explosion,强力的爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/explosion.xml"") | 状态修正: c.fire_rate_wait += 3; c.screenshake += 2.5",3
259,EXPLOSION_LIGHT,ACTION_TYPE_STATIC_PROJECTILE,Magical Explosion,魔法爆炸,80,30,160,"2,3,5,6","0.5,1,0.7,0.5",data/entities/projectiles/deck/explosion_light.xml,data/entities/misc/custom_cards/explosion_light.xml,,,A large explosion that doesn't damage the ground,不会破坏地面的大型爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/explosion_light.xml"") | 状态修正: c.fire_rate_wait += 3; c.screenshake += 2.5",3
260,FIRE_BLAST,ACTION_TYPE_STATIC_PROJECTILE,Explosion of brimstone,火焰爆炸,10,30,120,"0,1,3,5","0.5,0.7,0.6,0.4",data/entities/projectiles/deck/fireblast.xml,data/entities/misc/custom_cards/fire_blast.xml,,,A fiery explosion,炽烈的爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/fireblast.xml"") | 状态修正: c.fire_rate_wait += 3; c.screenshake += 0.5",3
261,POISON_BLAST,ACTION_TYPE_STATIC_PROJECTILE,Explosion of poison,毒素爆炸,30,30,140,"1,2,4,6","0.5,0.8,0.4,0.3",data/entities/projectiles/deck/poison_blast.xml,data/entities/misc/custom_cards/poison_blast.xml,,,An alchemical explosion,化学性的爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/poison_blast.xml"") | 状态修正: c.fire_rate_wait += 3; c.screenshake += 0.5",3
262,ALCOHOL_BLAST,ACTION_TYPE_STATIC_PROJECTILE,Explosion of spirits,烈酒爆炸,30,30,140,"1,2,4,6","0.5,0.6,0.65,0.3",data/entities/projectiles/deck/alcohol_blast.xml,data/entities/misc/custom_cards/alcohol_blast.xml,,,An inebriating explosion,令人酩酊大醉的爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/alcohol_blast.xml"") | 状态修正: c.fire_rate_wait += 3; c.screenshake += 0.5",3
263,THUNDER_BLAST,ACTION_TYPE_STATIC_PROJECTILE,Explosion of thunder,雷霆爆炸,110,30,180,"1,3,5,6,10","0.5,0.6,0.7,0.5,0.1",data/entities/projectiles/deck/thunder_blast.xml,data/entities/misc/custom_cards/thunder_blast.xml,,,An electric explosion,电气性质的爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/thunder_blast.xml"") | 状态修正: c.fire_rate_wait += 15; c.screenshake += 3.0",4
264,BERSERK_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of fervour,激情之环,30,15,200,"2,3,4","0.3,0.6,0.3",data/entities/projectiles/deck/berserk_field.xml,,,,A field of berserk magic,狂暴魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/berserk_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
265,POLYMORPH_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of transmogrification,变形之环,50,5,200,"0,1,2,3,4,5,6","0.3,0.3,0.3,0.8,0.8,0.3,0.3",data/entities/projectiles/deck/polymorph_field.xml,,,,A field of sheep-like magic,变羊魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/polymorph_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
266,CHAOS_POLYMORPH_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of unstable metamorphosis,不稳变形之环,20,10,200,"1,2,3,4,5,6","0.3,0.3,0.5,0.6,0.3,0.3",data/entities/projectiles/deck/chaos_polymorph_field.xml,,,,A field of transformative magic,变形魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/chaos_polymorph_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
267,ELECTROCUTION_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of thunder,雷霆之环,60,15,200,"1,3,5,6","0.3,0.6,0.8,0.3",data/entities/projectiles/deck/electrocution_field.xml,,,,A field of electrifying magic,电击魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/electrocution_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
268,FREEZE_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of stillness,静止之环,50,15,200,"0,2,4,5","0.3,0.6,0.7,0.3",data/entities/projectiles/deck/freeze_field.xml,,,,A field of freezing magic,冻结魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/freeze_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
269,REGENERATION_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of vigour,活力之环,80,2,250,"1,2,3,4","0.3,0.3,0.4,0.3",data/entities/projectiles/deck/regeneration_field.xml,,true,,A field of regenerative magic,再生魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/regeneration_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
270,TELEPORTATION_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of displacement,位移之环,30,15,150,"0,1,2,3,4,5","0.3,0.6,0.3,0.3,0.6,0.3",data/entities/projectiles/deck/teleportation_field.xml,,,,A field of teleportative magic,传送魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/teleportation_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
271,LEVITATION_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of buoyancy,浮力之环,10,15,120,"1,2,3,4","0.3,0.6,0.6,0.3",data/entities/projectiles/deck/levitation_field.xml,,,,A field of levitative magic,飘浮魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/levitation_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
272,SHIELD_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Circle of shielding,遮蔽之环,20,10,160,"2,3,4,5,6","0.3,0.3,0.4,0.5,0.3",data/entities/projectiles/deck/shield_field.xml,,,,A field of protective magic,防护魔法的领域,"投射物/触发: add_projectile(""data/entities/projectiles/deck/shield_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
273,PROJECTILE_TRANSMUTATION_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Projectile transmutation field,投射物转化领域,120,6,250,"2,3,4,5,6","0.3,0.4,0.4,0.3,0.3",data/entities/projectiles/deck/projectile_transmutation_field.xml,,,,Projectiles caught within the field transform into harmless critters,领域捕获到的投射物会转化为无害的小生物,"投射物/触发: add_projectile(""data/entities/projectiles/deck/projectile_transmutation_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
274,PROJECTILE_THUNDER_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Projectile thunder field,投射物雷电领域,140,6,300,"3,4,5,6","0.3,0.3,0.5,0.3",data/entities/projectiles/deck/projectile_thunder_field.xml,,,,Projectiles caught within the field transform into blasts of lightning,领域捕获到的投射物会转化为闪电爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/projectile_thunder_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
275,PROJECTILE_GRAVITY_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Projectile gravity field,投射物重力领域,120,6,250,"2,5,6","0.6,0.3,0.3",data/entities/projectiles/deck/projectile_gravity_field.xml,,,,Projectiles caught within the field are attracted towards its center,领域捕获到的投射物会向领域中心聚拢,"投射物/触发: add_projectile(""data/entities/projectiles/deck/projectile_gravity_field.xml"") | 状态修正: c.fire_rate_wait += 15",2
276,VACUUM_POWDER,ACTION_TYPE_STATIC_PROJECTILE,Powder Vacuum Field,粉末真空场,40,20,150,"2,3,5,6","0.3,0.7,0.3,0.4",data/entities/projectiles/deck/vacuum_powder.xml,,,,Sucks powder-like materials nearby and releases them upon expiring,吸入附近的粉末状材料，并在失效时将它们释放,"投射物/触发: add_projectile(""data/entities/projectiles/deck/vacuum_powder.xml"") | 状态修正: c.fire_rate_wait += 10",2
277,VACUUM_LIQUID,ACTION_TYPE_STATIC_PROJECTILE,Liquid Vacuum Field,液体真空场,40,20,150,"2,4,5,6","0.3,0.7,0.4,0.3",data/entities/projectiles/deck/vacuum_liquid.xml,,,,Sucks liquid materials nearby and releases them upon expiring,吸入附近的液体材料，并在失效时将它们释放,"投射物/触发: add_projectile(""data/entities/projectiles/deck/vacuum_liquid.xml"") | 状态修正: c.fire_rate_wait += 10",2
278,VACUUM_ENTITIES,ACTION_TYPE_STATIC_PROJECTILE,Vacuum Field,真空场,50,20,200,"2,3,5,6","0.3,0.7,0.3,0.4",data/entities/projectiles/deck/vacuum_entities.xml,,,,Sucks nearby projectiles and creatures into the middle of the field instantaneously,立即将附近的投射物和生物吸入力场的中心,"投射物/触发: add_projectile(""data/entities/projectiles/deck/vacuum_entities.xml"") | 状态修正: c.fire_rate_wait += 10",2
279,SEA_LAVA,ACTION_TYPE_MATERIAL,Sea of lava,岩浆之海,140,3,350,"0,4,5,6","0.2,0.2,0.5,0.6",data/entities/projectiles/deck/sea_lava.xml,,,,Summons a large body of lava below the caster,将施术者下方大片区域充满岩浆,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_lava.xml"") | 状态修正: c.fire_rate_wait += 15",2
280,SEA_ALCOHOL,ACTION_TYPE_MATERIAL,Sea of alcohol,酒精之海,140,3,350,"0,4,5,6","0.3,0.5,0.6,0.3",data/entities/projectiles/deck/sea_alcohol.xml,,,,Summons a large body of tasty alcohol below the caster,将施术者下方大片区域充满美味酒液,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_alcohol.xml"") | 状态修正: c.fire_rate_wait += 15",2
281,SEA_OIL,ACTION_TYPE_MATERIAL,Sea of oil,油脂之海,140,3,350,"0,4,5,6","0.3,0.5,0.6,0.3",data/entities/projectiles/deck/sea_oil.xml,,,,Summons a large body of oil below the caster,将施术者下方大片区域充满油,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_oil.xml"") | 状态修正: c.fire_rate_wait += 15",2
282,SEA_WATER,ACTION_TYPE_MATERIAL,Sea of water,水之海,140,3,350,"0,4,5,6","0.5,0.4,0.3,0.2",data/entities/projectiles/deck/sea_water.xml,,,,Summons a large body of water below the caster,将施术者下方大片区域充满水,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_water.xml"") | 状态修正: c.fire_rate_wait += 15",2
283,SEA_SWAMP,ACTION_TYPE_MATERIAL,Summon Swamp,召唤沼泽,140,3,350,0,0,data/entities/projectiles/deck/sea_swamp.xml,,,,Summons a large swamp below the caster,在施法者脚下召唤大片沼泽,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_swamp.xml"") | 状态修正: c.fire_rate_wait += 15",2
284,SEA_ACID,ACTION_TYPE_MATERIAL,Sea of acid,酸液之海,140,3,350,"0,4,5,6","0.2,0.2,0.4,0.5",data/entities/projectiles/deck/sea_acid.xml,,,,Summons a large body of acid below the caster,将施术者下方大片区域充满酸液,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_acid.xml"") | 状态修正: c.fire_rate_wait += 15",2
285,SEA_ACID_GAS,ACTION_TYPE_MATERIAL,Sea of flammable gas,可燃气体之海,140,3,200,"0,4,5,6","0.3,0.4,0.4,0.3",data/entities/projectiles/deck/sea_acid_gas.xml,,,,Summons a large body of flammable gas below the caster,将施术者下方大片区域充满可燃气体,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_acid_gas.xml"") | 状态修正: c.fire_rate_wait += 15",2
286,SEA_MIMIC,ACTION_TYPE_MATERIAL,Sea of Mimicium,拟态之海,140,2,350,"0,4,5,6,10","0.05,0.05,0.1,0.1,0.2",data/entities/projectiles/deck/sea_mimic.xml,,true,,Summons a large body of mimicium under the caster,在施法者脚下召唤一个巨大的拟态体,"投射物/触发: add_projectile(""data/entities/projectiles/deck/sea_mimic.xml"") | 状态修正: c.fire_rate_wait += 15",2
287,CLOUD_WATER,ACTION_TYPE_STATIC_PROJECTILE,Rain cloud,雨云,30,10,140,"0,1,2,3,4,5","0.2,0.3,0.4,0.4,0.3,0.2",data/entities/projectiles/deck/cloud_water.xml,,,,Creates a watery weather phenomenon,产生降水天气现象,"投射物/触发: add_projectile(""data/entities/projectiles/deck/cloud_water.xml"") | 状态修正: c.fire_rate_wait += 15",2
288,CLOUD_OIL,ACTION_TYPE_STATIC_PROJECTILE,Oil cloud,油脂之云,20,15,100,"0,1,2,3,4,5","0.2,0.3,0.4,0.4,0.3,0.2",data/entities/projectiles/deck/cloud_oil.xml,,,,Creates a rain of oil,产生一阵油液之雨,"投射物/触发: add_projectile(""data/entities/projectiles/deck/cloud_oil.xml"") | 状态修正: c.fire_rate_wait += 15",2
289,CLOUD_BLOOD,ACTION_TYPE_STATIC_PROJECTILE,Blood cloud,血云,60,3,200,"0,1,2,3,4,5","0.2,0.3,0.3,0.4,0.3,0.2",data/entities/projectiles/deck/cloud_blood.xml,,,,Creates a rain of blood,产生一阵血雨,"投射物/触发: add_projectile(""data/entities/projectiles/deck/cloud_blood.xml"") | 状态修正: c.fire_rate_wait += 30",2
290,CLOUD_ACID,ACTION_TYPE_STATIC_PROJECTILE,Acid cloud,酸云,90,8,180,"0,1,2,3,4,5","0.2,0.2,0.4,0.2,0.2,0.5",data/entities/projectiles/deck/cloud_acid.xml,,,,Creates an rain of acid,产生一阵酸液之雨,"投射物/触发: add_projectile(""data/entities/projectiles/deck/cloud_acid.xml"") | 状态修正: c.fire_rate_wait += 15",2
291,CLOUD_THUNDER,ACTION_TYPE_STATIC_PROJECTILE,Thundercloud,雷云,90,5,190,"0,1,2,3,4,5","0.3,0.3,0.2,0.3,0.4,0.5",data/entities/projectiles/deck/cloud_thunder.xml,,,,Creates a stormy cloud,产生一片雷云,"投射物/触发: add_projectile(""data/entities/projectiles/deck/cloud_thunder.xml"") | 状态修正: c.fire_rate_wait += 30",2
292,ELECTRIC_CHARGE,ACTION_TYPE_MODIFIER,Electric charge,电荷放射,8,50,150,"1,2,4,5","1,1,0.8,0.7",,data/entities/misc/custom_cards/electric_charge.xml,,,"Gives a projectile an electric charge, that it will release on impact",为投射物赋予电荷放射，令其在击中时散发,"额外抽取: 1, true | 状态修正: c.lightning_count += 1; c.damage_electricity_add += 0.1 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/particles/electricity.xml,""",4
293,MATTER_EATER,ACTION_TYPE_MODIFIER,Matter eater,物质吞噬者,120,10,280,"1,2,4,5,10","0.1,0.9,0.1,0.2,0.2",,,true,,Makes a projectile eat the environment as it flies,令投射物吞噬飞行路线上的环境,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/matter_eater.xml,""",2
294,FREEZE,ACTION_TYPE_MODIFIER,Freeze charge,冰冻放射,10,50,140,"1,3,4,5","1,1,0.9,0.8",,data/entities/misc/custom_cards/freeze.xml,,,"Gives a projectile a frozen charge, that it will release on impact",为投射物赋予冰冻放射，令其在击中时散发,"额外抽取: 1, true | 状态修正: c.damage_ice_add += 0.2 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_frozen.xml,""; c.extra_entities = c.extra_entities .. ""data/entities/particles/freeze_charge.xml,""",4
295,HITFX_BURNING_CRITICAL_HIT,ACTION_TYPE_MODIFIER,Critical on burning,燃烧时暴击,10,50,70,"1,3,4,5","0.2,0.4,0.2,0.2",,,,,Makes a projectile always do a critical hit on burning enemies,令投射物对燃烧敌人始终暴击,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_burning_critical_hit.xml,""",2
296,HITFX_CRITICAL_WATER,ACTION_TYPE_MODIFIER,Critical on wet (water) enemies,潮湿（浸水）敌人暴击,10,50,70,"1,3,4,5","0.2,0.2,0.4,0.2",,,,,Makes a projectile always do a critical hit on wet (water) enemies,令投射物对潮湿（浸水）敌人始终暴击,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_critical_water.xml,""",2
297,HITFX_CRITICAL_OIL,ACTION_TYPE_MODIFIER,Critical on oiled enemies,油污敌人暴击,10,50,70,"1,3,4,5","0.2,0.4,0.2,0.2",,,,,Makes a projectile always do a critical hit on oiled enemies,令投射物对油污敌人始终暴击,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_critical_oil.xml,""",2
298,HITFX_CRITICAL_BLOOD,ACTION_TYPE_MODIFIER,Critical on bloody enemies,染血敌人暴击,10,50,70,"1,3,4,5","0.2,0.2,0.2,0.4",,,,,Makes a projectile always do a critical hit on bloody enemies,令投射物对染血敌人始终暴击,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_critical_blood.xml,""",2
299,HITFX_TOXIC_CHARM,ACTION_TYPE_MODIFIER,Charm on toxic sludge,迷惑性毒性淤泥,70,50,150,"1,3,4,5","0.2,0.2,0.3,0.2",,,,,Makes a projectile charm creatures covered in toxic sludge,令投射物迷惑覆盖毒性淤泥的生物,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_toxic_charm.xml,""",2
300,HITFX_EXPLOSION_SLIME,ACTION_TYPE_MODIFIER,Explosion on slimy enemies,粘液敌人爆炸,20,50,140,"1,3,4,5","0.2,0.3,0.2,0.2",,,,,Makes a projectile explode upon collision with creatures covered in slime,令投射物在碰撞覆盖粘液的生物时爆炸,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_explode_slime.xml,""",2
301,HITFX_EXPLOSION_SLIME_GIGA,ACTION_TYPE_MODIFIER,Giant explosion on slimy enemies,粘液敌人巨型爆炸,200,20,300,"1,3,4,5","0.1,0.1,0.3,0.1",,,,,Makes a projectile explode powerfully upon collision with creatures covered in slime,令投射物在碰撞覆盖粘液的生物时发生强烈爆炸,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_explode_slime_giga.xml,data/entities/particles/tinyspark_purple.xml,""",2
302,HITFX_EXPLOSION_ALCOHOL,ACTION_TYPE_MODIFIER,Explosion on drunk enemies,醉酒敌人爆炸,20,50,140,"1,3,4,5","0.3,0.2,0.2,0.2",,,,,Makes a projectile explode upon collision with creatures covered in alcohol,令投射物在碰撞覆盖酒液的生物时爆炸,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_explode_alcohol.xml,""",2
303,HITFX_EXPLOSION_ALCOHOL_GIGA,ACTION_TYPE_MODIFIER,Giant explosion on drunk enemies,醉酒敌人巨型爆炸,200,20,300,"1,3,4,5","0.1,0.1,0.1,0.3",,,,,Makes a projectile explode powerfully upon collision with creatures covered in alcohol,令投射物在碰撞覆盖酒液的生物时发生强烈爆炸,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_explode_alcohol_giga.xml,data/entities/particles/tinyspark_orange.xml,""",2
304,HITFX_PETRIFY,ACTION_TYPE_MODIFIER,Petrify,石化,10,,140,"2,3,5,6","0.2,0.3,0.2,0.3",,,,,Turns a wounded enemy into stone,将受伤的敌人变为石头,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_petrify.xml,""",2
305,ROCKET_DOWNWARDS,ACTION_TYPE_MODIFIER,Downwards bolt bundle,下方向集束魔弹,90,,200,"1,2,3,4","0.2,0.5,0.7,0.7",,,,,Makes a projectile separate into a bundle of 5 explosive bolts as soon as it moves downwards,令投射物在向下移动时分裂成 5 个一组的爆裂魔弹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 25 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/rocket_downwards.xml,""",3
306,ROCKET_OCTAGON,ACTION_TYPE_MODIFIER,Octagonal bolt bundle,八角形集束魔弹,100,,200,"2,3,4","0.5,0.6,0.3",,,,,Makes a projectile launch 8 magical bolts if it moves slowly enough,令投射物在移动速度慢至一定程度时发出 8 发魔弹,"额外抽取: 1, true | 状态修正: c.fire_rate_wait += 20 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/rocket_octagon.xml,""",3
307,FIZZLE,ACTION_TYPE_MODIFIER,Fizzle,闪灭,0,150,0,"3,4,5","0.4,0.3,0.1",,,,,Gives a spell a small probability of short-circuiting,法术有小几率短路,"额外抽取: 1, true | 状态修正: c.speed_multiplier *= 1.2; c.fire_rate_wait -= 10 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/fizzle.xml,""",11
308,BOUNCE_EXPLOSION,ACTION_TYPE_MODIFIER,Explosive bounce,易爆的弹跳,20,150,180,"2,3,4,5","0.2,0.6,0.8,0.8",,,,,Makes a projectile explode as it bounces,令投射物在弹跳时爆炸,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 25 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_explosion.xml,""",5
309,BOUNCE_SPARK,ACTION_TYPE_MODIFIER,Bubbly bounce,泡泡弹跳,20,150,120,"1,2,3,4","0.2,0.6,0.6,0.6",,,,,Makes a projectile shoot bubble sparks as it bounces,令投射物在弹跳时射出泡泡火花,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 8 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_spark.xml,""",5
310,BOUNCE_LASER,ACTION_TYPE_MODIFIER,Concentrated light bounce,汇聚之光弹跳,30,150,180,"3,4,5","0.4,0.8,0.4",,,,,Makes a projectile release a bundle of concentrated light as it bounces,令投射物在弹跳时发出一系列凝聚光线,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 12 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_laser.xml,""",5
311,BOUNCE_LASER_EMITTER,ACTION_TYPE_MODIFIER,Plasma Beam Bounce,电浆束弹跳,40,150,180,"3,4,5","0.4,0.8,0.4",,,,,A projectile launches a plasma beam upon bouncing,在弹跳时发出电浆束的投射物,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 12 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_laser_emitter.xml,""",5
312,BOUNCE_LARPA,ACTION_TYPE_MODIFIER,Larpa Bounce,拉帕弹跳,80,150,250,"4,5,6","0.4,0.6,0.4",,,,,A projectile will launch a copy of itself when it bounces,投射物在弹跳时发出自己的复制品,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 32 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_larpa.xml,""",5
313,BOUNCE_SMALL_EXPLOSION,ACTION_TYPE_MODIFIER,Sparkly bounce,火花弹跳,10,150,100,"0,1,2","0.5,0.3,0.3",,,,,Makes a projectile release damaging sparks as it bounces,令投射物在弹跳时射出破坏性的火花,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 9 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_small_explosion.xml,""",5
314,BOUNCE_LIGHTNING,ACTION_TYPE_MODIFIER,Lightning bounce,闪电弹跳,40,150,180,"1,3,5","0.1,0.3,0.6",,,,,Makes a projectile release powerful lightning as it bounces,令投射物在弹跳时射出强力闪电,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 25 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_lightning.xml,""",5
315,BOUNCE_HOLE,ACTION_TYPE_MODIFIER,Vacuum bounce,吸尘弹跳,60,20,220,"2,4,6,10","0.1,0.4,0.4,0.1",,,true,,Makes a projectile remove earth as it bounces,令投射物在弹跳时清除泥土,"额外抽取: 1, true | 状态修正: c.bounces += 1; c.fire_rate_wait += 40 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/bounce_hole.xml,""",5
316,FIREBALL_RAY,ACTION_TYPE_MODIFIER,Fireball thrower,火球发射器,110,16,150,"1,2,4,5","0.6,0.6,0.4,0.4",,,,,Makes a projectile cast fireballs in random directions,令投射物向随机方向发射火球,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/fireball_ray.xml,""",2
317,LIGHTNING_RAY,ACTION_TYPE_MODIFIER,Lightning thrower,闪电发射器,110,16,180,"1,2,3,4,5","0,0.2,0.4,0.4,0.4",,data/entities/misc/custom_cards/electric_charge.xml,,,Makes a projectile cast lightning in random directions,令投射物向随机方向发射闪电,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/lightning_ray.xml,""",2
318,TENTACLE_RAY,ACTION_TYPE_MODIFIER,Tentacler,触手怪,110,16,150,"1,2,3,4,5","0.1,0,0.4,0.4,0.4",,,,,Makes a projectile cast tentacles in random directions,令投射物向随机方向伸出触手,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/tentacle_ray.xml,""",2
319,LASER_EMITTER_RAY,ACTION_TYPE_MODIFIER,Plasma Beam Thrower,电浆束发射器,110,16,150,"1,2,3,4,5","0,0.1,0.4,0.4,0.4",,,,,A projectile fires plasma beams in all directions!,向所有方向发射电浆束的投射物！,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/laser_emitter_ray.xml,""",2
320,FIREBALL_RAY_LINE,ACTION_TYPE_MODIFIER,Two-way fireball thrower,双向火球发射器,130,20,120,"2,3,4,5,6","0.6,0.4,0.4,0.4,1",,,,,Makes a projectile fire small fireballs perpendicular to its trajectory,令投射物发射垂直于轨道的小火球,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/fireball_ray_line.xml,""",2
321,FIREBALL_RAY_ENEMY,ACTION_TYPE_MODIFIER,Personal fireball thrower,专属火球发射器,90,20,100,"1,2,4,5","0.5,0.6,0.4,0.3",,,,,Makes a projectile turn the creatures it hits into living fireball throwers,令投射物将击中的生物变为活着的火球发射器,"额外抽取: 1, true | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/hitfx_fireball_ray_enemy.xml,""",2
